employee_id,first_name,last_name,job_title,level,email,dob,phone,address,join_date
06304972,Erika,Listyawan,Government Officer,10,erika.listyawan@gdn-commerce.com,1986-06-12,+62819302692629,"Suite 485 Jl. MH. Thamrin No. 64, Bandung Barat, NU 90559",2016-05-10
06305198,Jaka,Triwijaya,Manufacturing Coordinator,4,jaka.triwijaya@gdn-commerce.com,2003-03-27,+62819596087760,"Jl. Diponegoro No. 63, Tojo Una-una, KA 64590",2018-10-13
06309882,Aulia,Gunardi,International Legal Liaison,13,aulia.gunardi@gdn-commerce.com,1998-10-13,+62836827296510,"Suite 622 Jl. Juanda No. 57, Ende, GO 79350",2020-01-12
06308157,Galih,Hartanto,Marketing Orchestrator,4,galih.hartanto@gdn-commerce.com,1985-04-06,+62893773632687,"Jl. Jend. Sudirman No. 16, Pegunungan Bintang, PP 27273",2018-06-01
06304349,Iwan,Hendrawinata,Investor IT Supervisor,12,iwan.hendrawinata@gdn-commerce.com,1998-01-16,+62840526751108,"Apt. 242 Jl. Hayamwuruk No. 75, Penajam Paser Utara, SL 05592",2020-05-16
06306754,Nina,Waluyo,Human Supervisor,12,nina.waluyo@gdn-commerce.com,1972-09-03,+62860801858925,"Jl. Gatot Soebroto No. 28, Lampung Barat, NT 85377",2020-10-20
06300128,Valentinus,Hartono,International Engineer,13,valentinus.hartono@gdn-commerce.com,1998-08-23,+62822885758758,"Suite 723 Jl. Gatot Soebroto No. 76, Jayapura, BA 96184",2016-10-10
06302945,Komar,Zulkarnain,Principal Advertising Facilitator,11,komar.zulkarnain@gdn-commerce.com,1991-06-03,+62830675982737,"Jl. Ahmad Yani No. 31, Kepulauan Aru, KU 51992",2018-02-10
06307619,Mahesa,Nasrudin,Banking Analyst,8,mahesa.nasrudin@gdn-commerce.com,1978-01-23,+62820712367207,"Jl. Gajahmada No. 35, Padang Lawas Utara, KU 91594",2021-09-17
06300926,Lia,Ikhsan,IT Supervisor,9,lia.ikhsan@gdn-commerce.com,1999-04-24,+62893799261198,"Jl. Juanda No. 86, Binjai, LA 40254",2021-03-04
06304378,Endang,Oktara,Principal Developer,7,endang.oktara@gdn-commerce.com,1989-07-04,+62885098860743,"Apt. 251 Jl. MH. Thamrin No. 33, Halmahera Tengah, PP 92953",2017-04-28
06309368,Arya,Setiawan,Accounting Strategist,11,arya.setiawan@gdn-commerce.com,1979-04-25,+62891772205320,"Jl. MH. Thamrin No. 75, Banjarnegara, SG 39386",2017-09-06
06303490,Bagas,Nugraha,Hospitality Representative,12,bagas.nugraha@gdn-commerce.com,1982-11-12,+62882735716983,"Suite 277 Jl. Kartini No. 63, Sinjai, KS 04847",2018-02-10
06300720,Agus,Riyadi,Principal Advertising Representative,4,agus.riyadi@gdn-commerce.com,1975-11-18,+62851592854485,"Apt. 511 Jl. Hayamwuruk No. 26, Tabanan, BA 12212",2021-10-19
06303037,Galih,Zaini,Legacy Community-Services Designer,12,galih.zaini@gdn-commerce.com,1980-03-05,+62811107449755,"Jl. Juanda No. 11, Lebak, JW 96643",2016-04-20
06305338,Bagas,Fauzi,Internal Manufacturing Agent,9,bagas.fauzi@gdn-commerce.com,1979-01-29,+62849790052194,"Apt. 129 Jl. Ahmad Yani No. 90, Pakpak Bharat, SG 99941",2021-03-24
06306442,Tito,Kusuma,Chief Real-Estate Officer,10,tito.kusuma@gdn-commerce.com,1970-05-30,+62848401968042,"Jl. Diponegoro No. 38, Kaur, KU 51089",2019-12-22
06302558,David,Winardi,Regional Administration Administrator,13,david.winardi@gdn-commerce.com,1992-09-01,+62824571747512,"Suite 944 Jl. MH. Thamrin No. 97, Tanah Datar, MU 40343",2017-06-27
06306473,Kemal,Fachriawan,Legacy Technology Supervisor,11,kemal.fachriawan@gdn-commerce.com,1974-04-13,+62850005039070,"Jl. Kartini No. 28, Depok, NT 41319",2017-08-30
06303912,Aditya,Pahlevi,Community-Services Consultant,9,aditya.pahlevi@gdn-commerce.com,1976-09-06,+62827134092986,"Suite 804 Jl. MH. Thamrin No. 51, Kubu Raya, JT 87490",2017-03-04
06303566,Umar,Satria,Principal Legal Engineer,9,umar.satria@gdn-commerce.com,1998-02-20,+62881423433556,"Jl. Gatot Soebroto No. 24, Takalar, BB 30440",2020-04-11
06308041,Deni,Gunardi,Healthcare Designer,6,deni.gunardi@gdn-commerce.com,2002-12-16,+62883688567275,"Suite 704 Jl. Kartini No. 88, Bolaang Mongondow Selatan, ML 99625",2017-04-04
06304668,Indra,Mahendra,Customer Farming Director,11,indra.mahendra@gdn-commerce.com,1987-10-15,+62817139156713,"Jl. Kartini No. 37, Klungkung, YO 59602",2019-05-10
06300711,Andi,Kusuma,IT Administrator,4,andi.kusuma@gdn-commerce.com,1998-11-22,+62839699349260,"Suite 382 Jl. Rasuna Said No. 37, Sumba Tengah, KT 50168",2019-02-09
06307341,Olivia,Lesmana,Dynamic Marketing Supervisor,8,olivia.lesmana@gdn-commerce.com,1982-08-07,+62880544131267,"Apt. 811 Jl. Gajahmada No. 65, Puncak Jaya, PP 23644",2021-09-22
06306766,Sigit,Haryanto,Principal Technician,6,sigit.haryanto@gdn-commerce.com,1987-11-05,+62895119020549,"Suite 777 Jl. Juanda No. 94, Teluk Bintuni, SS 00793",2017-05-06
06305205,Aan,Adriansyah,Healthcare Executive,4,aan.adriansyah@gdn-commerce.com,1987-02-05,+62883104475003,"Suite 195 Jl. Rasuna Said No. 28, Bulukumba, KR 69670",2017-12-22
06309942,Kiki,Jayadi,Internal Healthcare Planner,7,kiki.jayadi@gdn-commerce.com,1980-07-02,+62868722848332,"Jl. Diponegoro No. 66, Jakarta Selatan, JT 55790",2017-01-13
06300347,Wira,Dzulfikar,Mining Producer,5,wira.dzulfikar@gdn-commerce.com,1990-06-30,+62840473934553,"Jl. Diponegoro No. 99, Teluk Wondama, MU 07697",2018-01-10
06302885,Wisnu,Qodir,Construction Designer,9,wisnu.qodir@gdn-commerce.com,1975-11-23,+62843940273351,"Jl. Hayamwuruk No. 36, Tanah Laut, NU 46048",2019-10-21
06307338,Yossi,Sugianto,Legal Supervisor,5,yossi.sugianto@gdn-commerce.com,1996-03-05,+62847643818205,"Jl. Jend. Sudirman No. 16, Jayapura, SR 25538",2016-05-20
06302841,Valentinus,Darmadi,Banking Director,9,valentinus.darmadi@gdn-commerce.com,1996-10-02,+62897593822816,"Suite 395 Jl. Gatot Soebroto No. 50, Lanny Jaya, RI 95129",2019-09-24
06304772,Arif,Gunardi,Central Advertising Administrator,6,arif.gunardi@gdn-commerce.com,1995-03-31,+62877903586573,"Jl. Rasuna Said No. 19, Pesisir Selatan, BT 42088",2016-03-13
06303156,Olivia,Jayadi,Internal Consultant,11,olivia.jayadi@gdn-commerce.com,1989-05-11,+62815681314520,"Jl. Kartini No. 29, Kotamobagu, JA 56855",2018-07-19
06301186,Erika,Prawira,Marketing Manager,12,erika.prawira@gdn-commerce.com,1973-04-21,+62880335241468,"Jl. Hayamwuruk No. 70, Tolikara, ML 00143",2019-10-15
06301430,Edwin,Ikhsan,Central Healthcare Liaison,9,edwin.ikhsan@gdn-commerce.com,1973-03-17,+62843789402616,"Jl. Jend. Sudirman No. 29, Sukabumi, SS 06822",2017-09-03
06303464,Aji,Hermawan,Corporate Advertising Associate,11,aji.hermawan@gdn-commerce.com,1977-09-03,+62863220036584,"Suite 351 Jl. Gajahmada No. 45, Bone Bolango, KT 98889",2018-10-13
06305024,Iwan,Gautama,Investor Banking Officer,4,iwan.gautama@gdn-commerce.com,1976-10-22,+62810054219405,"Apt. 550 Jl. Hayamwuruk No. 43, Aceh Utara, KB 09879",2018-05-05
06301973,Wahyu,Nainggolan,Community-Services Producer,9,wahyu.nainggolan@gdn-commerce.com,1972-07-10,+62823666221401,"Jl. Kartini No. 12, Merangin, JI 68654",2016-12-06
06304230,Deni,Wijanarko,Chief Associate,10,deni.wijanarko@gdn-commerce.com,1988-12-02,+62831582948550,"Suite 561 Jl. Hayamwuruk No. 76, Banjarmasin, BT 88471",2017-02-24
06309636,Dina,Rudianto,Investor Facilitator,11,dina.rudianto@gdn-commerce.com,1984-04-07,+62854254410727,"Jl. Gajahmada No. 69, Ende, AC 07657",2021-04-01
06304441,Bambang,Wirawan,Direct Construction Coordinator,8,bambang.wirawan@gdn-commerce.com,1999-09-07,+62867593314851,"Jl. Gatot Soebroto No. 93, Kepulauan Seribu, BB 26308",2019-08-07
06303354,Anita,Ferianto,Accounting Producer,5,anita.ferianto@gdn-commerce.com,1973-01-14,+62871831258861,"Apt. 970 Jl. Kartini No. 77, Palu, SB 71619",2016-12-24
06300837,Yossi,Pribadi,Mining Representative,4,yossi.pribadi@gdn-commerce.com,2001-02-21,+62820479129475,"Jl. Diponegoro No. 24, Flores Timur, PP 17919",2019-12-08
06304435,Zaenal,Harjono,Regional Supervisor,10,zaenal.harjono@gdn-commerce.com,1981-05-04,+62853226293128,"Suite 260 Jl. Juanda No. 11, Langsa, ST 95917",2019-06-25
06303595,Vira,Nasrudin,Human Planner,6,vira.nasrudin@gdn-commerce.com,1988-01-26,+62852439288546,"Suite 756 Jl. Gajahmada No. 72, Bondowoso, GO 37092",2016-05-29
06307646,Lisa,Tjahjadi,Principal Mining Supervisor,13,lisa.tjahjadi@gdn-commerce.com,1997-09-28,+62866488137578,"Jl. MH. Thamrin No. 97, Purwakarta, KU 27532",2016-01-16
06307912,Imam,Mahendra,Legal Strategist,7,imam.mahendra@gdn-commerce.com,1990-06-01,+62832077503851,"Apt. 758 Jl. Ahmad Yani No. 27, Musi Banyuasin, LA 51129",2019-12-04
06307114,Merry,Dinata,Internal Administration Facilitator,7,merry.dinata@gdn-commerce.com,1974-05-15,+62892069477225,"Jl. Juanda No. 17, Malang, PP 25072",2021-05-03
06301258,Wahyu,Winardi,Education Assistant,6,wahyu.winardi@gdn-commerce.com,1981-07-10,+62898614568392,"Apt. 498 Jl. Ahmad Yani No. 74, Sambas, JA 72102",2018-09-15
06304706,Sandi,Ilham,Legal Manager,13,sandi.ilham@gdn-commerce.com,1973-02-05,+62853440211972,"Suite 734 Jl. Diponegoro No. 84, Gorontalo, SN 96265",2019-11-18
06308362,Pradipta,Fachriawan,Marketing Administrator,12,pradipta.fachriawan@gdn-commerce.com,1996-03-02,+62823082781475,"Jl. Kartini No. 10, Rokan Hulu, SG 64566",2017-07-08
06304120,Endang,Thamrin,Marketing Director,8,endang.thamrin@gdn-commerce.com,2000-10-18,+62831978080356,"Jl. Hayamwuruk No. 80, Sleman, NU 92410",2019-03-01
06300114,Olivia,Rusmana,Healthcare Strategist,7,olivia.rusmana@gdn-commerce.com,1990-07-28,+62829833215884,"Jl. Diponegoro No. 63, Kolaka Utara, KA 78682",2017-02-27
06300935,Ruslan,Hadiwijaya,Central Government Agent,11,ruslan.hadiwijaya@gdn-commerce.com,1991-01-19,+62813211076865,"Suite 848 Jl. Kartini No. 91, Jakarta Barat, KS 54995",2018-03-02
06307260,Umar,Yudhiswara,National Officer,8,umar.yudhiswara@gdn-commerce.com,1977-07-20,+62895835577886,"Jl. Diponegoro No. 43, Bangkalan, SS 98399",2019-11-08
06305040,Khrisna,Febriansyah,Internal Design Engineer,5,khrisna.febriansyah@gdn-commerce.com,1983-05-13,+62847405500551,"Jl. Gajahmada No. 85, Wonosobo, KS 37413",2021-01-30
06301540,Kartini,Sanjaya,Future Technology Specialist,4,kartini.sanjaya@gdn-commerce.com,1992-09-29,+62828541943341,"Jl. MH. Thamrin No. 43, Samarinda, PP 78749",2021-09-05
06300029,Unang,Erik,Legacy Marketing Director,7,unang.erik@gdn-commerce.com,1996-02-24,+62823498342480,"Jl. Jend. Sudirman No. 82, Pangkajene Dan Kepulauan, SL 66454",2017-04-11
06304097,Niko,Wijanarko,National Administration Planner,12,niko.wijanarko@gdn-commerce.com,2002-05-01,+62875377734369,"Jl. Kartini No. 41, Bandung, MA 87883",2018-04-19
06301116,Jaka,Wirawan,Healthcare Orchestrator,6,jaka.wirawan@gdn-commerce.com,1980-12-01,+62843453480210,"Jl. Gatot Soebroto No. 54, Tanah Bumbu, KT 71030",2021-02-19
06308838,Prily,Santoso,Chief Real-Estate Engineer,9,prily.santoso@gdn-commerce.com,1980-09-11,+62876108008580,"Jl. Jend. Sudirman No. 97, Trenggalek, BT 30200",2018-05-04
06308974,Iwan,Cahyadi,Principal IT Associate,12,iwan.cahyadi@gdn-commerce.com,1981-11-29,+62877147256717,"Suite 782 Jl. Juanda No. 88, Pegunungan Bintang, SG 96469",2017-12-19
06306380,Salim,Gunajaya,Central Mining Associate,9,salim.gunajaya@gdn-commerce.com,1993-06-25,+62839039590068,"Jl. Hayamwuruk No. 30, Nias Selatan, GO 01262",2019-10-22
06305729,Heni,Yudhistira,Technology Supervisor,5,heni.yudhistira@gdn-commerce.com,1986-08-31,+62895127744296,"Jl. Diponegoro No. 97, Bandar Lampung, ML 01368",2017-08-31
06302322,Muhammad,Ardianto,Retail Analyst,9,muhammad.ardianto@gdn-commerce.com,1982-09-22,+62888425354277,"Apt. 394 Jl. Gajahmada No. 47, Aceh Singkil, SL 49557",2020-10-30
06305678,Ahmad,Oktara,Consulting Developer,13,ahmad.oktara@gdn-commerce.com,1995-08-27,+62861793528111,"Jl. Hayamwuruk No. 23, Bengkulu, BE 98871",2020-10-18
06304191,Jaka,Umbara,Customer Consulting Coordinator,13,jaka.umbara@gdn-commerce.com,1971-05-08,+62872683742403,"Jl. Kartini No. 91, Padang Pariaman, KA 61639",2016-02-19
06304080,Vicky,Armansyah,Hospitality Director,6,vicky.armansyah@gdn-commerce.com,2001-12-09,+62830379008099,"Apt. 615 Jl. Gatot Soebroto No. 79, Baubau, BT 94434",2017-02-10
06305906,Agus,Dwiantoro,Internal Banking Representative,7,agus.dwiantoro@gdn-commerce.com,1978-06-29,+62857608761505,"Jl. Gatot Soebroto No. 64, Ogan Komering Ulu Selatan, KU 33908",2017-04-19
06306440,David,Rusli,Product Officer,7,david.rusli@gdn-commerce.com,1997-12-12,+62822196304204,"Apt. 950 Jl. Gatot Soebroto No. 59, Tangerang, JA 91229",2020-12-25
06302165,Gugun,Indrajaya,Investor Design Liaison,5,gugun.indrajaya@gdn-commerce.com,1993-05-06,+62890615101970,"Jl. Rasuna Said No. 84, Ngada, SM 23388",2019-05-14
06307456,Yossi,Oktavian,Advertising Supervisor,6,yossi.oktavian@gdn-commerce.com,1975-07-05,+62882719173753,"Jl. Ahmad Yani No. 83, Jakarta Selatan, SL 34679",2017-09-12
06302801,Putri,Abdullah,Lead Technology Orchestrator,7,putri.abdullah@gdn-commerce.com,1996-02-06,+62812537468809,"Jl. Diponegoro No. 10, Barru, SA 53818",2018-08-26
06306790,Edi,Pahlevi,Lead Healthcare Technician,4,edi.pahlevi@gdn-commerce.com,2002-07-18,+62864144292269,"Apt. 731 Jl. Jend. Sudirman No. 60, Nias Utara, BA 30059",2017-01-23
06302790,Yahya,Indragiri,Sales Designer,9,yahya.indragiri@gdn-commerce.com,1972-03-05,+62840878642131,"Jl. Ahmad Yani No. 71, Batang Hari, SL 07487",2021-11-08
06308563,Iwan,Kurniadi,Regional Construction Producer,4,iwan.kurniadi@gdn-commerce.com,1999-10-25,+62824154468886,"Suite 703 Jl. Ahmad Yani No. 80, Kulon Progo, BE 21451",2021-09-09
06307986,Danang,Yulianto,International Accounting Consultant,13,danang.yulianto@gdn-commerce.com,1982-05-31,+62848553057810,"Jl. Rasuna Said No. 43, Ketapang, KA 62804",2017-04-22
06302288,Edwin,Wijanarko,Principal Sales Coordinator,4,edwin.wijanarko@gdn-commerce.com,1980-11-05,+62810230971578,"Apt. 955 Jl. Rasuna Said No. 89, Tulungagung, SR 07038",2020-12-20
06301350,Jaka,Iswanto,Manufacturing Specialist,4,jaka.iswanto@gdn-commerce.com,1980-10-03,+62815647387693,"Jl. Gajahmada No. 98, Tanah Datar, SL 63361",2020-06-17
06308417,Derry,Bimantara,Customer Specialist,10,derry.bimantara@gdn-commerce.com,1989-08-21,+62885679498175,"Suite 421 Jl. Kartini No. 22, Halmahera Selatan, NT 33282",2021-06-18
06303816,Bagas,Kurniawan,Healthcare Engineer,5,bagas.kurniawan@gdn-commerce.com,1986-12-05,+62889530570272,"Apt. 761 Jl. Gajahmada No. 40, Lanny Jaya, PB 68409",2017-07-27
06301584,Adi,Tjahjadi,Education Liaison,9,adi.tjahjadi@gdn-commerce.com,1980-04-14,+62844963694081,"Apt. 210 Jl. Diponegoro No. 88, Karimun, JI 42878",2019-11-04
06308407,Derry,Budiono,Design Administrator,9,derry.budiono@gdn-commerce.com,1996-10-09,+62845506008980,"Jl. Jend. Sudirman No. 28, Bengkulu Tengah, KU 95238",2019-07-25
06300494,Vira,Sugiarto,IT Orchestrator,13,vira.sugiarto@gdn-commerce.com,2002-03-20,+62884449136503,"Jl. Jend. Sudirman No. 27, Kepulauan Meranti, BA 22741",2017-06-07
06309220,Endang,Sanjaya,Marketing Technician,6,endang.sanjaya@gdn-commerce.com,1985-09-17,+62818160147569,"Apt. 753 Jl. Juanda No. 80, Bengkulu Selatan, BB 15431",2020-02-15
06309229,Mahesa,Maheswara,Real-Estate Engineer,11,mahesa.maheswara@gdn-commerce.com,1970-10-15,+62855036577497,"Apt. 794 Jl. Jend. Sudirman No. 33, Tangerang Selatan, SG 33599",2020-12-15
06309243,Anton,Kurniadi,Direct Architect,6,anton.kurniadi@gdn-commerce.com,1970-02-13,+62813509726883,"Jl. Jend. Sudirman No. 38, Tulangbawang, AC 26846",2021-01-23
06301166,Yossi,Ardianto,Lead Design Consultant,7,yossi.ardianto@gdn-commerce.com,1992-04-01,+62851432303130,"Apt. 311 Jl. Juanda No. 96, Sigi, KB 01238",2016-01-25
06304942,Yahya,Unggul,District Banking Specialist,9,yahya.unggul@gdn-commerce.com,1981-08-17,+62865281225341,"Jl. Gajahmada No. 49, Wonosobo, KU 93990",2016-08-27
06308303,Komar,Firmansyah,Chief Liaison,8,komar.firmansyah@gdn-commerce.com,2000-08-26,+62822516787692,"Jl. Diponegoro No. 33, Barito Selatan, JI 07785",2019-03-06
06300711,Kartini,Hartanto,Dynamic Supervisor,11,kartini.hartanto@gdn-commerce.com,1977-07-03,+62869205592370,"Suite 959 Jl. Gatot Soebroto No. 73, Jakarta Barat, SS 65180",2018-08-08
06301509,Pradipta,Ikhsan,Customer Director,6,pradipta.ikhsan@gdn-commerce.com,1987-03-25,+62810854480193,"Apt. 295 Jl. Hayamwuruk No. 25, Pohuwato, KS 64893",2020-04-15
06304452,Yudhistira,Indrajaya,Direct Coordinator,6,yudhistira.indrajaya@gdn-commerce.com,1976-10-04,+62817251175540,"Apt. 593 Jl. MH. Thamrin No. 77, Jembrana, SL 61405",2019-10-14
06304859,Vicky,Iswanto,Administration Facilitator,10,vicky.iswanto@gdn-commerce.com,2001-12-15,+62862361606392,"Apt. 107 Jl. Diponegoro No. 80, Sampang, BE 61944",2018-12-20
06303642,Aji,Fachriawan,Central Government Specialist,6,aji.fachriawan@gdn-commerce.com,1997-02-10,+62812533633552,"Suite 674 Jl. Gajahmada No. 18, Seram Bagian Timur, KT 40500",2018-05-12
06303206,Diah,Ciputra,Legal Administrator,11,diah.ciputra@gdn-commerce.com,1995-01-03,+62820306453090,"Suite 183 Jl. Ahmad Yani No. 82, Lampung Barat, BT 76609",2020-11-14
06305137,Toni,Armansyah,Real-Estate Agent,8,toni.armansyah@gdn-commerce.com,1980-05-25,+62888980446337,"Jl. Hayamwuruk No. 50, Bontang, PA 21274",2020-12-15
06303324,Edwin,Indrajaya,Design Facilitator,11,edwin.indrajaya@gdn-commerce.com,1998-03-14,+62824440797273,"Jl. Jend. Sudirman No. 66, Bengkulu Selatan, KA 31381",2017-07-20
06307668,Anton,Taslim,Central Architect,11,anton.taslim@gdn-commerce.com,1973-11-01,+62829313215805,"Jl. Diponegoro No. 78, Bulukumba, SS 16164",2017-05-30
06306339,Toni,Iswanto,Real-Estate Consultant,6,toni.iswanto@gdn-commerce.com,2003-10-19,+62815537103709,"Suite 941 Jl. Juanda No. 71, Batu Bara, NT 57081",2021-02-26
06308315,Tiara,Yudhistira,Government Facilitator,10,tiara.yudhistira@gdn-commerce.com,1970-01-30,+62894119981174,"Jl. Jend. Sudirman No. 62, Minahasa Tenggara, SR 02775",2019-10-15
06304551,Dion,Jayakusuma,International Design Orchestrator,11,dion.jayakusuma@gdn-commerce.com,1987-11-13,+62862776593559,"Suite 213 Jl. Diponegoro No. 25, Lampung Tengah, SL 24365",2016-08-09
06309629,Budi,Marzuki,Principal Construction Administrator,10,budi.marzuki@gdn-commerce.com,1980-09-30,+62891372385096,"Suite 263 Jl. Gajahmada No. 80, Donggala, SN 17314",2021-11-25
06300177,Dina,Haryanto,Internal Manager,9,dina.haryanto@gdn-commerce.com,1992-09-25,+62828431517598,"Jl. Jend. Sudirman No. 90, Berau, JI 85235",2021-06-05
06300076,Komar,Ikhsan,Customer Community-Services Coordinator,11,komar.ikhsan@gdn-commerce.com,1983-08-03,+62823378311425,"Jl. Hayamwuruk No. 31, Kotawaringin Barat, KB 98228",2020-08-27
06308846,Ferdian,Gunardi,Product IT Officer,10,ferdian.gunardi@gdn-commerce.com,1979-08-23,+62891312753485,"Jl. Rasuna Said No. 97, Bogor, SS 34859",2020-11-10
06303728,Budi,Saputra,Direct Hospitality Planner,12,budi.saputra@gdn-commerce.com,1991-08-28,+62883951990085,"Apt. 301 Jl. MH. Thamrin No. 23, Mimika, JK 81354",2017-02-28
06300327,Heru,Wicaksono,Manufacturing Orchestrator,11,heru.wicaksono@gdn-commerce.com,1976-04-05,+62863802781674,"Suite 921 Jl. Rasuna Said No. 86, Katingan, KI 11603",2018-06-08
06308562,Aan,Ferdian,Investor Banking Architect,9,aan.ferdian@gdn-commerce.com,1970-09-26,+62888613765961,"Apt. 564 Jl. Rasuna Said No. 22, Labuhan Batu, JT 99181",2018-09-17
06300453,Muhammad,Basri,Lead Engineer,12,muhammad.basri@gdn-commerce.com,1990-09-01,+62823708631653,"Jl. Hayamwuruk No. 82, Ogan Komering Ulu Timur, BT 64954",2020-12-20
06300372,Dimas,Wijaya,Community-Services Specialist,9,dimas.wijaya@gdn-commerce.com,2003-08-05,+62863749623428,"Suite 836 Jl. MH. Thamrin No. 19, Ogan Komering Ulu, JK 75903",2018-04-25
06301177,Heru,Ilham,Marketing Specialist,6,heru.ilham@gdn-commerce.com,1982-07-28,+62899399133515,"Jl. Gajahmada No. 52, Kapuas Hulu, PP 55899",2021-04-25
06302130,Edwin,Januar,Government Producer,8,edwin.januar@gdn-commerce.com,1981-03-30,+62815902405148,"Jl. Gajahmada No. 91, Belitung Timur, SR 52967",2017-06-14
06301905,Qorri,Santoso,District Associate,10,qorri.santoso@gdn-commerce.com,1994-07-07,+62892638941496,"Suite 825 Jl. Jend. Sudirman No. 12, Nias Barat, BT 58797",2016-10-03
06304096,Udin,Zulfikara,Principal Consulting Analyst,4,udin.zulfikara@gdn-commerce.com,1970-06-15,+62840780902327,"Apt. 842 Jl. Gajahmada No. 85, Jember, JK 51426",2021-04-07
06307047,Diah,Hartono,Internal Advertising Assistant,6,diah.hartono@gdn-commerce.com,1998-05-31,+62835216582560,"Jl. Kartini No. 20, Jakarta Barat, NB 81499",2018-06-14
06304448,Yudi,Qodir,Dynamic Administration Agent,12,yudi.qodir@gdn-commerce.com,1982-09-02,+62811666059434,"Apt. 436 Jl. Juanda No. 22, Lebong, YO 64880",2018-11-22
06304275,Deni,Ciputra,IT Architect,8,deni.ciputra@gdn-commerce.com,1973-03-27,+62876646464592,"Jl. Gatot Soebroto No. 47, Padang Panjang, BE 48671",2021-04-16
06308307,Budi,Gautama,Marketing Coordinator,9,budi.gautama@gdn-commerce.com,1999-11-07,+62857694583007,"Jl. Gatot Soebroto No. 58, Pemalang, AC 05276",2020-11-06
06300467,Yudhistira,Satria,Chief Liaison,11,yudhistira.satria@gdn-commerce.com,1980-07-30,+62883059006201,"Jl. Ahmad Yani No. 33, Binjai, BT 81979",2019-10-30
06302529,David,Rudianto,Corporate Construction Executive,11,david.rudianto@gdn-commerce.com,1972-06-06,+62827598720028,"Jl. Ahmad Yani No. 52, Kendal, AC 31984",2016-02-07
06308129,Endang,Darmawan,Principal Consultant,12,endang.darmawan@gdn-commerce.com,1987-08-29,+62822516936294,"Jl. Juanda No. 61, Bolaang Mongondow Utara, BA 08251",2016-05-21
06301288,Vira,Kusumawardhana,Product Director,4,vira.kusumawardhana@gdn-commerce.com,1992-12-01,+62811330624484,"Jl. Gajahmada No. 12, Mataram, KI 11404",2021-03-21
06309552,Qorri,Rusmana,Banking Developer,10,qorri.rusmana@gdn-commerce.com,2001-04-24,+62881766838548,"Jl. Gatot Soebroto No. 49, Tana Toraja, KA 76631",2018-03-16
06301666,Bagus,Ginting,Lead Hospitality Coordinator,10,bagus.ginting@gdn-commerce.com,1997-09-18,+62862417280887,"Jl. Gatot Soebroto No. 93, Kubu Raya, KA 16406",2017-01-30
06304009,Hamdan,Mardianto,Global Marketing Consultant,4,hamdan.mardianto@gdn-commerce.com,1979-11-01,+62867747970872,"Suite 376 Jl. Rasuna Said No. 26, Ketapang, SB 45902",2019-04-28
06309761,Toni,Januar,Investor Associate,13,toni.januar@gdn-commerce.com,1983-03-04,+62843322269738,"Suite 381 Jl. Kartini No. 32, Wonogiri, ST 72847",2018-10-09
06308867,Aditya,Hartanto,Dynamic Legal Representative,9,aditya.hartanto@gdn-commerce.com,1984-12-25,+62830936788025,"Suite 858 Jl. Rasuna Said No. 70, Demak, AC 25091",2017-07-31
06309852,Anita,Ciputra,IT Analyst,13,anita.ciputra@gdn-commerce.com,1985-03-17,+62886257641948,"Jl. Rasuna Said No. 44, Hulu Sungai Tengah, BB 36276",2021-07-23
06309709,Vicky,Febriansyah,Senior Hospitality Assistant,6,vicky.febriansyah@gdn-commerce.com,1986-06-28,+62852435303580,"Suite 187 Jl. Diponegoro No. 54, Siau Tagulandang Biaro, BB 95246",2021-07-20
06309649,Citra,Ismail,Manufacturing Planner,5,citra.ismail@gdn-commerce.com,1977-11-17,+62846357141652,"Apt. 472 Jl. Juanda No. 66, Sikka, KU 48099",2020-07-15
06306811,Anita,Firmansyah,Lead Community-Services Administrator,7,anita.firmansyah@gdn-commerce.com,1983-06-10,+62846364664752,"Apt. 169 Jl. Gatot Soebroto No. 92, Bangka Tengah, BT 56266",2021-05-23
06307793,Jaka,Virgiawan,Customer Assistant,5,jaka.virgiawan@gdn-commerce.com,1980-09-04,+62825284770766,"Jl. Diponegoro No. 43, Kutai Kartanegara, JK 86924",2020-05-07
06304273,Slamet,Darmawan,Product Marketing Liaison,6,slamet.darmawan@gdn-commerce.com,1986-12-01,+62859025192310,"Suite 578 Jl. Diponegoro No. 24, Padang Lawas Utara, GO 97717",2018-03-29
06303236,Pradipta,Januar,Dynamic Producer,7,pradipta.januar@gdn-commerce.com,1972-09-24,+62815451723511,"Jl. MH. Thamrin No. 79, Indramayu, JW 71557",2017-01-30
06300119,Topan,Novianto,Consulting Designer,13,topan.novianto@gdn-commerce.com,2002-11-18,+62896976844143,"Apt. 890 Jl. Juanda No. 69, Morowali, SG 68164",2017-11-20
06306247,Tiara,Linggar,Technology Supervisor,12,tiara.linggar@gdn-commerce.com,1990-10-12,+62885678058833,"Suite 552 Jl. Hayamwuruk No. 52, Kepulauan Seribu, JW 86353",2021-08-12
06306604,Victor,Jayakusuma,District IT Representative,13,victor.jayakusuma@gdn-commerce.com,1977-12-16,+62810735342882,"Suite 807 Jl. Rasuna Said No. 48, Gunung Mas, KR 86992",2021-06-10
06309051,Yudi,Zulfikri,Human Engineer,10,yudi.zulfikri@gdn-commerce.com,1970-08-04,+62881511357342,"Suite 804 Jl. Gajahmada No. 76, Pakpak Bharat, MA 01364",2016-11-29
